2.000000e+00 6.782180e-02
2.100000e+00 1.025180e-01
2.200000e+00 1.286070e-01
2.300000e+00 2.161880e-01
2.400000e+00 1.845840e-01
2.500000e+00 1.693890e-01
2.600000e+00 2.718980e-01
2.700000e+00 2.415440e-01
2.800000e+00 2.650840e-01
2.900000e+00 3.676400e-01
3.000000e+00 3.244790e-01
3.100000e+00 3.828710e-01
3.200000e+00 2.644560e-01
3.300000e+00 2.813750e-01
3.400000e+00 1.966160e-01
3.500000e+00 1.136630e-01
3.600000e+00 1.276710e-01
3.700000e+00 3.756490e-02
3.800000e+00 2.809390e-02
3.900000e+00 4.143830e-02
