2.000000e+00 7.250880e-02
2.100000e+00 1.081910e-01
2.200000e+00 1.940870e-01
2.300000e+00 1.912630e-01
2.400000e+00 2.691100e-01
2.500000e+00 3.255330e-01
2.600000e+00 2.484590e-01
2.700000e+00 2.988870e-01
2.800000e+00 2.855020e-01
2.900000e+00 3.632190e-01
3.000000e+00 2.868140e-01
3.100000e+00 4.238570e-01
3.200000e+00 2.787140e-01
3.300000e+00 1.452730e-01
3.400000e+00 1.183790e-01
3.500000e+00 1.135610e-01
3.600000e+00 1.101670e-01
3.700000e+00 8.711560e-02
3.800000e+00 5.721770e-02
3.900000e+00 4.082900e-02
4.000000e+00 5.666960e-02
